strain	date	clade_membership	country	division	division_exposure	gisaid_epi_isl	originating_lab	pangolin_lineage	recency	region	region_exposure	subclade_membership	submitting_lab	url	author	accession	location
hCoV-19/Scotland/QEUH-1067435/2021	2021-01-17	20I/501Y.V1	United Kingdom	Scotland	Scotland	EPI_ISL_1019824	Lighthouse Lab in Glasgow	B.1.1.7	Older	Europe	Europe	20I/501Y.V1	Wellcome Sanger Institute for the COVID-19 Genomics UK (COG-UK) Consortium	NA	Harper VanSteenhouse, Yumi Kasai, David Gray, Carol Clugston, Anna Dominiczak and Alex Alderton, Roberto Amato, Jeffrey Barrett, Sonia Goncalves, Ewan Harrison, David K. Jackson, Ian Johnston, Dominic Kwiatkowski, Cordelia Langford, John Sillitoe on behalf of the Wellcome Sanger Institute COVID-19 Surveillance Team	NA	
hCoV-19/Scotland/QEUH-1067444/2021	2021-01-17	20I/501Y.V1	United Kingdom	Scotland	Scotland	EPI_ISL_1019844	Lighthouse Lab in Glasgow	B.1.1.7	Older	Europe	Europe	20I/501Y.V1	Wellcome Sanger Institute for the COVID-19 Genomics UK (COG-UK) Consortium	NA	Harper VanSteenhouse, Yumi Kasai, David Gray, Carol Clugston, Anna Dominiczak and Alex Alderton, Roberto Amato, Jeffrey Barrett, Sonia Goncalves, Ewan Harrison, David K. Jackson, Ian Johnston, Dominic Kwiatkowski, Cordelia Langford, John Sillitoe on behalf of the Wellcome Sanger Institute COVID-19 Surveillance Team	NA	
hCoV-19/Switzerland/NE-PMI-2102-6244/2021	2021-01-17	20I/501Y.V1	Switzerland	Neuchatel	Neuchatel	EPI_ISL_934982	ADMED Microbiologie	B.1.1.7	Older	Europe	Europe	20I/501Y.V1	Genomics and Transcriptomics, Philip Morris International	NA	Reto Lienhard, Marie-Lise Tritten, Emmanuel Guedj, Nicolas Sierro, Rémi Dulize, David Bornand, Mehdi Auberson, Maxime Berthouzoz, Nikolai Ivanov, Manuel Peitsch	NA	
hCoV-19/England/210323350/2021	2021-01-17	20I/501Y.V1	United Kingdom	England	England	EPI_ISL_1296555	Respiratory Virus Unit, National Infection Service, Public Health England	B.1.1.7	Older	Europe	Europe	20I/501Y.V1	COVID-19 Genomics UK (COG-UK) Consortium	NA	PHE Covid Sequencing Team	NA	
hCoV-19/CzechRepublic/NRL_599/2021	2021-01-17	20I/501Y.V1	Czech Republic	Prague	Prague	EPI_ISL_960406	The National Institute of Public Health	B.1.1.7	Older	Europe	Europe	20I/501Y.V1	State Veterinary Institute Prague	NA	"Nagy,A;Vecerova,J;Cernikova,L;Stara,M;Jirincova,H;Trnka,D"	NA	
hCoV-19/Switzerland/GE-33002169/2021	2021-01-18	20A	Switzerland	Geneva	Geneva	EPI_ISL_897657	University Hospitals of Geneva, Laboratory of Virology	B.1.1.7	Older	Europe	Europe	20A	HUG, Laboratory of Virology and the Health2030 Genome Center	NA	Samuel Cordey, Ana Rita Goncalves, Laurent Kaiser, Lorenzo Cerutti, Henri Pegeot, Melyssa Elies, Deborah Penet, Keith Harshman, Ioannis Xenarios, Emmanouil Dermitzakis	NA	
hCoV-19/France/IDF-IPP01595/2021	2021-01-18	20I/501Y.V1	France	Ile de France	Ile de France	EPI_ISL_935631	Labo Analyses med	B.1.1.7	Older	Europe	Europe	20I/501Y.V1	National Reference Center for Viruses of Respiratory Infections, Institut Pasteur, Paris	NA	Marion Barbet, Sylvie Behillil, Méline Bizard, Angela Brisebarre, Camille Capel, Etienne Simon-Lorière, Vincent Enouf, Maud Vanpeene, Sylvie van der Werf,Amzalag Jonas	NA	THIAIS
hCoV-19/France/IDF-IPP01560/2021	2021-01-18	20I/501Y.V1	France	Ile de France	Ile de France	EPI_ISL_955179	Labo Analyses med	B.1.1.7	Older	Europe	Europe	20I/501Y.V1	National Reference Center for Viruses of Respiratory Infections, Institut Pasteur, Paris	NA	Marion Barbet, Sylvie Behillil, Méline Bizard, Angela Brisebarre, Camille Capel, Etienne Simon-Lorière, Vincent Enouf, Maud Vanpeene, Sylvie van der Werf,Amzalag Jonas	NA	THIAIS
hCoV-19/France/IDF-IPP01548/2021	2021-01-18	20I/501Y.V1	France	Ile de France	Ile de France	EPI_ISL_955178	Labo Analyses med	B.1.1.7	Older	Europe	Europe	20I/501Y.V1	National Reference Center for Viruses of Respiratory Infections, Institut Pasteur, Paris	NA	Marion Barbet, Sylvie Behillil, Méline Bizard, Angela Brisebarre, Camille Capel, Etienne Simon-Lorière, Vincent Enouf, Maud Vanpeene, Sylvie van der Werf,Amzalag Jonas	NA	THIAIS
hCoV-19/Germany/NI-RKI-I-010917/2021	2021-01-18	20I/501Y.V1	Germany	Lower Saxony	Lower Saxony	EPI_ISL_1141045	amedes MVZ Hannover	B.1.1.7	Older	Europe	Europe	20I/501Y.V1	Robert Koch Institute	NA	unknown	NA	
hCoV-19/Germany/NI-RKI-I-010915/2021	2021-01-18	20I/501Y.V1	Germany	Lower Saxony	Lower Saxony	EPI_ISL_1141043	amedes MVZ Hannover	B.1.1.7	Older	Europe	Europe	20I/501Y.V1	Robert Koch Institute	NA	unknown	NA	
hCoV-19/Germany/NI-RKI-I-010891/2021	2021-01-18	20I/501Y.V1	Germany	Lower Saxony	Lower Saxony	EPI_ISL_1141019	amedes MVZ Hannover	B.1.1.7	Older	Europe	Europe	20I/501Y.V1	Robert Koch Institute	NA	unknown	NA	
hCoV-19/Denmark/DCGC-37807/2021	2021-01-18	20I/501Y.V1	Denmark	Syddanmark	Syddanmark	EPI_ISL_928948	Department of Virus and Microbiological Special Diagnostics, Statens Serum Institut, Copenhagen, Denmark	B.1.1.7	Older	Europe	Europe	20I/501Y.V1	Aalborg University	NA	Danish Covid-19 Genome Consortium	NA	
hCoV-19/Italy/ABR-IZSGC-31031/2021	2021-01-18	20I/501Y.V1	Italy	Abruzzo	Abruzzo	EPI_ISL_961095	DIP. PREV. AVEZZANO SERVIZIO DI IGIENE EPIDEMIOLOGIAE SANITA' PUBBLICA	B.1.1.7	Older	Europe	Europe	20I/501Y.V1	Istituto Zooprofilattico Sperimentale dell’Abruzzo e Molise “G. Caporale”	NA	Lorusso A, Marcacci M, Di Domenico M, Ancora M, Curini V, Mangone I, Rinaldi A, Scialabba S, Di Pasquale A, Cammà C, Puglia I, Calistri P, Savini G	NA	
hCoV-19/Italy/ABR-IZSGC-31035/2021	2021-01-18	20I/501Y.V1	Italy	Abruzzo	Abruzzo	EPI_ISL_961094	DIP. PREV. AVEZZANO SERVIZIO DI IGIENE EPIDEMIOLOGIAE SANITA' PUBBLICA	B.1.1.7	Older	Europe	Europe	20I/501Y.V1	Istituto Zooprofilattico Sperimentale dell’Abruzzo e Molise “G. Caporale”	NA	Lorusso A, Marcacci M, Di Domenico M, Ancora M, Curini V, Mangone I, Rinaldi A, Scialabba S, Di Pasquale A, Cammà C, Puglia I, Calistri P, Savini G	NA	
hCoV-19/Switzerland/AG-ETHZ-460242/2021	2021-01-18	20I/501Y.V1	Switzerland	Aargau	Aargau	EPI_ISL_1129296	Viollier AG	B.1.1.7	Older	Europe	Europe	20I/501Y.V1	Department of Biosystems Science and Engineering, ETH Zürich	NA	Christian Beisel, Sarah Nadeau, Chaoran Chen, Ivan Topolsky, Philipp Jablonski, Lara Fuhrmann, David Dreifuss, Katharina Jahn, Rebecca Denes, Mirjam Feldkamp, Ina Nissen, Natascha Santacroce, Elodie Burcklen, Christiane Beckmann, Maurice Redondo, Olivier Kobel, Christoph Noppen, Sophie Seidel, Noemie Santamaria de Souza, Niko Beerenwinkel, Tanja Stadler	NA	
hCoV-19/Denmark/DCGC-32374/2021	2021-01-18	20I/501Y.V1	Denmark	Syddanmark	Syddanmark	EPI_ISL_869378	Department of Virus and Microbiological Special Diagnostics, Statens Serum Institut, Copenhagen, Denmark	B.1.1.7	Older	Europe	Europe	20I/501Y.V1	Aalborg University	NA	Danish Covid-19 Genome Consortium	NA	
hCoV-19/Denmark/DCGC-37377/2021	2021-01-18	20I/501Y.V1	Denmark	Syddanmark	Syddanmark	EPI_ISL_928518	Department of Virus and Microbiological Special Diagnostics, Statens Serum Institut, Copenhagen, Denmark	B.1.1.7	Older	Europe	Europe	20I/501Y.V1	Aalborg University	NA	Danish Covid-19 Genome Consortium	NA	
hCoV-19/Denmark/DCGC-39212/2021	2021-01-18	20I/501Y.V1	Denmark	Syddanmark	Syddanmark	EPI_ISL_930354	Department of Virus and Microbiological Special Diagnostics, Statens Serum Institut, Copenhagen, Denmark	B.1.1.7	Older	Europe	Europe	20I/501Y.V1	Aalborg University	NA	Danish Covid-19 Genome Consortium	NA	
hCoV-19/Denmark/DCGC-38811/2021	2021-01-18	20I/501Y.V1	Denmark	Hovedstaden	Hovedstaden	EPI_ISL_929953	Department of Virus and Microbiological Special Diagnostics, Statens Serum Institut, Copenhagen, Denmark	B.1.1.7	Older	Europe	Europe	20I/501Y.V1	Aalborg University	NA	Danish Covid-19 Genome Consortium	NA	
hCoV-19/Denmark/DCGC-37998/2021	2021-01-18	20I/501Y.V1	Denmark	Syddanmark	Syddanmark	EPI_ISL_929139	Department of Virus and Microbiological Special Diagnostics, Statens Serum Institut, Copenhagen, Denmark	B.1.1.7	Older	Europe	Europe	20I/501Y.V1	Aalborg University	NA	Danish Covid-19 Genome Consortium	NA	
hCoV-19/Denmark/DCGC-37196/2021	2021-01-18	20I/501Y.V1	Denmark	Syddanmark	Syddanmark	EPI_ISL_928337	Department of Virus and Microbiological Special Diagnostics, Statens Serum Institut, Copenhagen, Denmark	B.1.1.7	Older	Europe	Europe	20I/501Y.V1	Aalborg University	NA	Danish Covid-19 Genome Consortium	NA	
hCoV-19/Denmark/DCGC-35461/2021	2021-01-18	20I/501Y.V1	Denmark	Syddanmark	Syddanmark	EPI_ISL_926602	Department of Virus and Microbiological Special Diagnostics, Statens Serum Institut, Copenhagen, Denmark	B.1.1.7	Older	Europe	Europe	20I/501Y.V1	Aalborg University	NA	Danish Covid-19 Genome Consortium	NA	
hCoV-19/Denmark/DCGC-38052/2021	2021-01-18	20I/501Y.V1	Denmark	Syddanmark	Syddanmark	EPI_ISL_929193	Department of Virus and Microbiological Special Diagnostics, Statens Serum Institut, Copenhagen, Denmark	B.1.1.7	Older	Europe	Europe	20I/501Y.V1	Aalborg University	NA	Danish Covid-19 Genome Consortium	NA	
hCoV-19/Denmark/DCGC-32352/2021	2021-01-18	20I/501Y.V1	Denmark	Hovedstaden	Hovedstaden	EPI_ISL_869356	Department of Virus and Microbiological Special Diagnostics, Statens Serum Institut, Copenhagen, Denmark	B.1.1.7	Older	Europe	Europe	20I/501Y.V1	Aalborg University	NA	Danish Covid-19 Genome Consortium	NA	
hCoV-19/Denmark/DCGC-37598/2021	2021-01-18	20I/501Y.V1	Denmark	Hovedstaden	Hovedstaden	EPI_ISL_928739	Department of Virus and Microbiological Special Diagnostics, Statens Serum Institut, Copenhagen, Denmark	B.1.1.7	Older	Europe	Europe	20I/501Y.V1	Aalborg University	NA	Danish Covid-19 Genome Consortium	NA	
hCoV-19/France/GES-IPP01441/2021	2021-01-18	20I/501Y.V1	France	Lorraine	Lorraine	EPI_ISL_935533	Labo Analyses Med	B.1.1.7	Older	Europe	Europe	20I/501Y.V1	National Reference Center for Viruses of Respiratory Infections, Institut Pasteur, Paris	NA	Marion Barbet, Sylvie Behillil, Méline Bizard, Angela Brisebarre, Camille Capel, Etienne Simon-Lorière, Vincent Enouf, Maud Vanpeene, Sylvie van der Werf,Jacques Alexandra	NA	METZ
hCoV-19/Germany/NI-RKI-I-011749/2021	2021-01-18	20I/501Y.V1	Germany	Lower Saxony	Lower Saxony	EPI_ISL_1141880	amedes Göttingen	B.1.1.7	Older	Europe	Europe	20I/501Y.V1	Robert Koch Institute	NA	unknown	NA	
hCoV-19/Switzerland/AG-ETHZ-460257/2021	2021-01-18	20I/501Y.V1	Switzerland	Aargau	Aargau	EPI_ISL_1129306	Viollier AG	B.1.1.7	Older	Europe	Europe	20I/501Y.V1	Department of Biosystems Science and Engineering, ETH Zürich	NA	Christian Beisel, Sarah Nadeau, Chaoran Chen, Ivan Topolsky, Philipp Jablonski, Lara Fuhrmann, David Dreifuss, Katharina Jahn, Rebecca Denes, Mirjam Feldkamp, Ina Nissen, Natascha Santacroce, Elodie Burcklen, Christiane Beckmann, Maurice Redondo, Olivier Kobel, Christoph Noppen, Sophie Seidel, Noemie Santamaria de Souza, Niko Beerenwinkel, Tanja Stadler	NA	
hCoV-19/Scotland/EDB15336/2021	2021-01-18	20I/501Y.V1	United Kingdom	Scotland	Scotland	EPI_ISL_1177692	Virology Department, Royal Infirmary of Edinburgh, NHS Lothian / School of Biological Sciences, University of Edinburgh	B.1.1.7	Older	Europe	Europe	20I/501Y.V1	COVID-19 Genomics UK (COG-UK) Consortium	NA	McHugh M, Dewar R, Cotton S, Rooke S, O’Toole Á, Scher E, Hill V, McCrone JT, Colquhoun R, Yu X, Jackson B, Rambaut A, Templeton K	NA	
hCoV-19/Scotland/CVR6893/2021	2021-01-18	20I/501Y.V1	United Kingdom	Scotland	Scotland	EPI_ISL_1047838	West of Scotland Specialist Virology Centre, NHSGGC / MRC-University of Glasgow Centre for Virus Research	B.1.1.7	Older	Europe	Europe	20I/501Y.V1	COVID-19 Genomics UK (COG-UK) Consortium	NA	"Ana da Silva Filipe, Natasha Johnson, Kathy Smollett, Daniel Mair, Stephen Carmichael, Alice Broos, Lily Tong, Jenna Nichols, Kyriaki Nomikou; Sarah McDonald; Richard Orton, Joseph Hughes, Sreenu Vattipally, David L Robertson; Alasdair MacLean, Rory Gunson; Sharif Shaaban, Matthew Holden; Rachel Blacow, Guy Mollett, Kathy Li, James Shepherd, Antonia Ho, Emma Thomson"	NA	
hCoV-19/Scotland/EDB16994/2021	2021-01-18	20I/501Y.V1	United Kingdom	Scotland	Scotland	EPI_ISL_1474581	Virology Department, Royal Infirmary of Edinburgh, NHS Lothian / School of Biological Sciences, University of Edinburgh	B.1.1.7	Older	Europe	Europe	20I/501Y.V1	COVID-19 Genomics UK (COG-UK) Consortium	NA	McHugh M, Dewar R, Cotton S, Rooke S, O’Toole Á, Scher E, Hill V, McCrone JT, Colquhoun R, Yu X, Jackson B, Rambaut A, Templeton K	NA	
hCoV-19/France/IDF-IPP01597/2021	2021-01-18	20I/501Y.V1	France	Ile de France	Ile de France	EPI_ISL_935632	Labo Analyses med	B.1.1.7	Older	Europe	Europe	20I/501Y.V1	National Reference Center for Viruses of Respiratory Infections, Institut Pasteur, Paris	NA	Marion Barbet, Sylvie Behillil, Méline Bizard, Angela Brisebarre, Camille Capel, Etienne Simon-Lorière, Vincent Enouf, Maud Vanpeene, Sylvie van der Werf,Amzalag Jonas	NA	THIAIS
hCoV-19/Germany/SH-ChVir22601/2021	2021-01-18	20I/501Y.V1	Germany	Schleswig-Holstein	Schleswig-Holstein	EPI_ISL_909745	A. Krumbholz, Labor Dr. Krause und Kollegen MVZ GmbH, Kiel	B.1.1.7	Older	Europe	Europe	20I/501Y.V1	Charité Universitätsmedizin Berlin, Institut für Virologie	NA	Victor M Corman, Barbara Mühlemann, Jörn Beheim-Schwarzbach, Tobias Bleicker, Julia Tesch, Talitha Veith, Julia Schneider, Terry Jones, Christian Drosten	NA	
hCoV-19/Denmark/DCGC-37855/2021	2021-01-18	20I/501Y.V1	Denmark	Syddanmark	Syddanmark	EPI_ISL_928996	Department of Virus and Microbiological Special Diagnostics, Statens Serum Institut, Copenhagen, Denmark	B.1.1.7	Older	Europe	Europe	20I/501Y.V1	Aalborg University	NA	Danish Covid-19 Genome Consortium	NA	
hCoV-19/Denmark/DCGC-37431/2021	2021-01-18	20I/501Y.V1	Denmark			EPI_ISL_928572	Department of Virus and Microbiological Special Diagnostics, Statens Serum Institut, Copenhagen, Denmark	B.1.1.7	Older	Europe	Europe	20I/501Y.V1	Aalborg University	NA	Danish Covid-19 Genome Consortium	NA	
hCoV-19/France/OCC-HCL021014418501/2021	2021-01-18	20I/501Y.V1	France	Occitanie	Occitanie	EPI_ISL_1371844	LABO SUD OC-BIOLOGIE	B.1.1.7	Older	Europe	Europe	20I/501Y.V1	CNR Virus des Infections Respiratoires - France SUD	NA	Antonin Bal, Gregory Destras, Gwendolyne Burfin, Hadrien Regue, Quentin Semanas, Martine Valette, Bruno Lina, Laurence Josset	NA	Montpellier
hCoV-19/Germany/BE-ChVir22896/2021	2021-01-18	20I/501Y.V1	Germany	Berlin	Berlin	EPI_ISL_912263	Charité Universitätsmedizin Berlin, Institut für Virologie/Labor Berlin	B.1.1.7	Older	Europe	Europe	20I/501Y.V1	Charité Universitätsmedizin Berlin, Institut für Virologie	NA	Victor M Corman, Barbara Mühlemann, Jörn Beheim-Schwarzbach, Tobias Bleicker, Julia Tesch, Talitha Veith, Julia Schneider, Terry Jones, Christian Drosten	NA	
hCoV-19/France/ARA-CERBAHC-20211018-58/2021	2021-01-18	20I/501Y.V1	France	Auvergne-Rhône-Alpes	Auvergne-Rhône-Alpes	EPI_ISL_861500	Cerballiance Centre Est	B.1.1.7	Older	Europe	Europe	20I/501Y.V1	CERBA LAB	NA	"Chanard E; Gazzano V; Munier C; Prots L."	NA	Rhone Alpes
hCoV-19/Denmark/DCGC-37160/2021	2021-01-18	20I/501Y.V1	Denmark	Sjaelland	Sjaelland	EPI_ISL_928301	Department of Virus and Microbiological Special Diagnostics, Statens Serum Institut, Copenhagen, Denmark	B.1.1.7	Older	Europe	Europe	20I/501Y.V1	Aalborg University	NA	Danish Covid-19 Genome Consortium	NA	
hCoV-19/Denmark/DCGC-36795/2021	2021-01-18	20I/501Y.V1	Denmark	Syddanmark	Syddanmark	EPI_ISL_927936	Department of Virus and Microbiological Special Diagnostics, Statens Serum Institut, Copenhagen, Denmark	B.1.1.7	Older	Europe	Europe	20I/501Y.V1	Aalborg University	NA	Danish Covid-19 Genome Consortium	NA	
hCoV-19/Denmark/DCGC-35568/2021	2021-01-18	20I/501Y.V1	Denmark	Syddanmark	Syddanmark	EPI_ISL_926709	Department of Virus and Microbiological Special Diagnostics, Statens Serum Institut, Copenhagen, Denmark	B.1.1.7	Older	Europe	Europe	20I/501Y.V1	Aalborg University	NA	Danish Covid-19 Genome Consortium	NA	
hCoV-19/Denmark/DCGC-38367/2021	2021-01-18	20I/501Y.V1	Denmark	Syddanmark	Syddanmark	EPI_ISL_929508	Department of Virus and Microbiological Special Diagnostics, Statens Serum Institut, Copenhagen, Denmark	B.1.1.7	Older	Europe	Europe	20I/501Y.V1	Aalborg University	NA	Danish Covid-19 Genome Consortium	NA	
hCoV-19/Italy/ABR-IZSGC-33376/2021	2021-01-18	20I/501Y.V1	Italy	Abruzzo	Abruzzo	EPI_ISL_961087	SIESP DIPARTIMENTO DI PREVENZIONE CHIETI	B.1.1.7	Older	Europe	Europe	20I/501Y.V1	Istituto Zooprofilattico Sperimentale dell’Abruzzo e Molise “G. Caporale”	NA	Lorusso A, Marcacci M, Di Domenico M, Ancora M, Curini V, Mangone I, Rinaldi A, Scialabba S, Di Pasquale A, Cammà C, Puglia I, Calistri P, Savini G	NA	
hCoV-19/Italy/ABR-IZSGC-33381/2021	2021-01-18	20I/501Y.V1	Italy	Abruzzo	Abruzzo	EPI_ISL_961088	SIESP DIPARTIMENTO DI PREVENZIONE CHIETI	B.1.1.7	Older	Europe	Europe	20I/501Y.V1	Istituto Zooprofilattico Sperimentale dell’Abruzzo e Molise “G. Caporale”	NA	Lorusso A, Marcacci M, Di Domenico M, Ancora M, Curini V, Mangone I, Rinaldi A, Scialabba S, Di Pasquale A, Cammà C, Puglia I, Calistri P, Savini G	NA	
hCoV-19/Italy/ABR-IZSGC-31754/2021	2021-01-18	20I/501Y.V1	Italy	Abruzzo	Abruzzo	EPI_ISL_961092	SIESP CHIETI - DRIVE IN CHIETI	B.1.1.7	Older	Europe	Europe	20I/501Y.V1	Istituto Zooprofilattico Sperimentale dell’Abruzzo e Molise “G. Caporale”	NA	Lorusso A, Marcacci M, Di Domenico M, Ancora M, Curini V, Mangone I, Rinaldi A, Scialabba S, Di Pasquale A, Cammà C, Puglia I, Calistri P, Savini G	NA	
hCoV-19/Italy/ABR-IZSGC-31759/2021	2021-01-18	20I/501Y.V1	Italy	Abruzzo	Abruzzo	EPI_ISL_961091	SIESP CHIETI - DRIVE IN CHIETI	B.1.1.7	Older	Europe	Europe	20I/501Y.V1	Istituto Zooprofilattico Sperimentale dell’Abruzzo e Molise “G. Caporale”	NA	Lorusso A, Marcacci M, Di Domenico M, Ancora M, Curini V, Mangone I, Rinaldi A, Scialabba S, Di Pasquale A, Cammà C, Puglia I, Calistri P, Savini G	NA	
hCoV-19/Italy/ABR-IZSGC-31889/2021	2021-01-18	20I/501Y.V1	Italy	Abruzzo	Abruzzo	EPI_ISL_961090	SIESP CHIETI - DRIVE IN CHIETI	B.1.1.7	Older	Europe	Europe	20I/501Y.V1	Istituto Zooprofilattico Sperimentale dell’Abruzzo e Molise “G. Caporale”	NA	Lorusso A, Marcacci M, Di Domenico M, Ancora M, Curini V, Mangone I, Rinaldi A, Scialabba S, Di Pasquale A, Cammà C, Puglia I, Calistri P, Savini G	NA	
hCoV-19/Italy/ABR-IZSGC-31811/2021	2021-01-18	20I/501Y.V1	Italy	Abruzzo	Abruzzo	EPI_ISL_961062	SIESP CHIETI - DRIVE IN CHIETI	B.1.1.7	Older	Europe	Europe	20I/501Y.V1	Istituto Zooprofilattico Sperimentale dell’Abruzzo e Molise “G. Caporale”	NA	Lorusso A, Marcacci M, Di Domenico M, Ancora M, Curini V, Mangone I, Rinaldi A, Scialabba S, Di Pasquale A, Cammà C, Puglia I, Calistri P, Savini G	NA	
hCoV-19/Italy/ABR-IZSGC-31730/2021	2021-01-18	20I/501Y.V1	Italy	Abruzzo	Abruzzo	EPI_ISL_961093	Ospedale SS Annunziata	B.1.1.7	Older	Europe	Europe	20I/501Y.V1	Istituto Zooprofilattico Sperimentale dell’Abruzzo e Molise “G. Caporale”	NA	Lorusso A, Marcacci M, Di Domenico M, Ancora M, Curini V, Mangone I, Rinaldi A, Scialabba S, Di Pasquale A, Cammà C, Puglia I, Calistri P, Savini G	NA	
hCoV-19/Italy/ABR-IZSGC-32144/2021	2021-01-18	20I/501Y.V1	Italy	Abruzzo	Abruzzo	EPI_ISL_961089	SIESP DIPARTIMENTO DI PREVENZIONE CHIETI	B.1.1.7	Older	Europe	Europe	20I/501Y.V1	Istituto Zooprofilattico Sperimentale dell’Abruzzo e Molise “G. Caporale”	NA	Lorusso A, Marcacci M, Di Domenico M, Ancora M, Curini V, Mangone I, Rinaldi A, Scialabba S, Di Pasquale A, Cammà C, Puglia I, Calistri P, Savini G	NA	
hCoV-19/Italy/ABR-IZSGC-32201/2021	2021-01-18	20I/501Y.V1	Italy	Abruzzo	Abruzzo	EPI_ISL_961064	SIESP CHIETI - DRIVE IN ORTONA	B.1.1.7	Older	Europe	Europe	20I/501Y.V1	Istituto Zooprofilattico Sperimentale dell’Abruzzo e Molise “G. Caporale”	NA	Lorusso A, Marcacci M, Di Domenico M, Ancora M, Curini V, Mangone I, Rinaldi A, Scialabba S, Di Pasquale A, Cammà C, Puglia I, Calistri P, Savini G	NA	
hCoV-19/Italy/ABR-IZSGC-32197/2021	2021-01-18	20I/501Y.V1	Italy	Abruzzo	Abruzzo	EPI_ISL_961065	SIESP CHIETI - DRIVE IN ORTONA	B.1.1.7	Older	Europe	Europe	20I/501Y.V1	Istituto Zooprofilattico Sperimentale dell’Abruzzo e Molise “G. Caporale”	NA	Lorusso A, Marcacci M, Di Domenico M, Ancora M, Curini V, Mangone I, Rinaldi A, Scialabba S, Di Pasquale A, Cammà C, Puglia I, Calistri P, Savini G	NA	
hCoV-19/France/IDF-IPP01352/2021	2021-01-18	20I/501Y.V1	France	Ile de France	Ile de France	EPI_ISL_941041	Labo Analyses Med	B.1.1.7	Older	Europe	Europe	20I/501Y.V1	National Reference Center for Viruses of Respiratory Infections, Institut Pasteur, Paris	NA	Marion Barbet, Sylvie Behillil, Méline Bizard, Angela Brisebarre, Camille Capel, Etienne Simon-Lorière, Vincent Enouf, Maud Vanpeene, Sylvie van der Werf, Merah Kader	NA	SAINT-DENIS
hCoV-19/France/ARA-HCL021016253801/2021	2021-01-18	20I/501Y.V1	France	Auvergne-Rhone-Alpes	Auvergne-Rhone-Alpes	EPI_ISL_1336566	LABORATOIRE ANABIO BERGSON	B.1.1.7	Older	Europe	Europe	20I/501Y.V1	CNR Virus des Infections Respiratoires - France SUD	NA	Antonin Bal, Gregory Destras, Gwendolyne Burfin, Hadrien Regue, Quentin Semanas, Martine Valette, Bruno Lina, Laurence Josset	NA	Saint-Etienne
hCoV-19/Germany/BE-RKI-I-010754/2021	2021-01-18	20I/501Y.V1	Germany	Berlin	Berlin	EPI_ISL_1140881	Labor Dr. Wisplinghoff - Berlin	B.1.1.7	Older	Europe	Europe	20I/501Y.V1	Robert Koch Institute	NA	unknown	NA	
